"Grey Forest city, Texas",540
"Hawk Cove city, Texas",535
"Cove city, Texas",534
"Winfield city, Texas",532
"Snook city, Texas",529
"Texline town, Texas",529
"Thornton town, Texas",528
"Rose City city, Texas",527
"Alba town, Texas",524
"San Leanna village, Texas",524
"Wickett town, Texas",524
"Lake City town, Texas",523
"Weir city, Texas",522
"Buckholts town, Texas",521
"Lincoln Park town, Texas",521
"Bryson city, Texas",519
"Liverpool city, Texas",519
"Oakwood town, Texas",517
"Pine Forest city, Texas",510
"Thorntonville town, Texas",508
"Talco city, Texas",507
"Easton city, Texas",506
"Jayton city, Texas",504
"Morgan city, Texas",503
"Paradise city, Texas",500
"Devers city, Texas",497
"Briaroaks city, Texas",495
"Leary city, Texas",492
"Lefors town, Texas",492
"Scotland city, Texas",491
"Knollwood city, Texas",489
"Dean city, Texas",483
"Wilson city, Texas",482
"Brazos Country city, Texas",481
"Gordon city, Texas",478
"Smyer town, Texas",477
"Appleby city, Texas",473
"Byers city, Texas",472
"Buffalo Gap town, Texas",467
"Dell City city, Texas",467
"Hallsburg city, Texas",467
"Bedias city, Texas",466
"Follett city, Texas",466
"Kosse town, Texas",466
"Lipan city, Texas",466
"Star Harbor city, Texas",459
"Skellytown town, Texas",458
"Timbercreek Canyon village, Texas",458
"Blum town, Texas",457
"Gustine town, Texas",457
"Oglesby city, Texas",452
"Avery town, Texas",450
"Highland Haven city, Texas",449
"Buffalo Springs village, Texas",448
"Webberville village, Texas",448
"Bear Creek village, Texas",445
"Mount Enterprise city, Texas",440
"Leakey city, Texas",439
"DISH town, Texas",438
"Gallatin city, Texas",435
"Millsap town, Texas",435
"Rose Hill Acres city, Texas",435
"Avinger town, Texas",429
"Milano city, Texas",428
"Ropesville city, Texas",428
"Fruitvale city, Texas",425
"Iola city, Texas",424
"Angus city, Texas",417
"Hebron town, Texas",417
"Christine town, Texas",415
"Whiteface town, Texas",415
"Higgins city, Texas",405
"Yantis town, Texas",405
"Kurten town, Texas",403
"Evant town, Texas",402
"Bayview town, Texas",398
"Orchard city, Texas",398
"Bloomburg town, Texas",397
"Edom city, Texas",391
"Turkey city, Texas",389
"Windthorst town, Texas",389
"Chireno city, Texas",388
"Kendleton city, Texas",386
"Reklaw city, Texas",384
"Oak Valley town, Texas",382
"Quitaque city, Texas",382
"San Patricio city, Texas",382
"Grandfalls town, Texas",381
"Huxley city, Texas",381
"Howardwick city, Texas",379
"Lake Bridgeport city, Texas",379
"Retreat town, Texas",379
"Alma town, Texas",378
"Dodd City town, Texas",377
"Blanket town, Texas",376
"Rosser village, Texas",375
"Union Grove city, Texas",375
"Callisburg city, Texas",373
"Union Valley city, Texas",372
"Barstow city, Texas",370
"Mildred town, Texas",368
"Sadler city, Texas",368
"Scottsville city, Texas",366
"Abbott city, Texas",363
"South Mountain town, Texas",361
"Darrouzett town, Texas",357
"Bonney village, Texas",355
"Cashion Community city, Texas",350
"New Home city, Texas",350
"Palisades village, Texas",349
"Channing city, Texas",348
"Bellevue city, Texas",347
"Grays Prairie village, Texas",347
"Morgan's Point city, Texas",347
"Leroy city, Texas",345
"Trent town, Texas",340
"Brazos Bend city, Texas",339
"Iredell city, Texas",338
"Coyote Flats city, Texas",336
"Texhoma city, Texas",336
"Enchanted Oaks town, Texas",333
"Lueders city, Texas",332
"Bayside town, Texas",329
"Kennard city, Texas",329
"Pleasant Valley town, Texas",329
"Industry city, Texas",326
"Mount Calm city, Texas",325
"Lawn town, Texas",320
"Latexo city, Texas",315
"Rochester town, Texas",314
"Sanctuary town, Texas",313
"Thompsons town, Texas",313
"Weston city, Texas",313
"Chester town, Texas",312
"Blackwell city, Texas",311
"Richland Springs town, Texas",310
"Coupland city, Texas",309
"Poynor town, Texas",308
"Nordheim city, Texas",307
"Tira town, Texas",307
"Goodrich city, Texas",306
"Lakeside town (San Patricio County), Texas",305
"Nazareth city, Texas",304
"Gary City town, Texas",303
"Granjeno city, Texas",301
"Hedley city, Texas",297
"Annona town, Texas",295
"Bailey city, Texas",295
"Burton city, Texas",295
"Eureka city, Texas",295
"Paint Rock town, Texas",293
"Warren City city, Texas",293
"Cross Timber town, Texas",292
"Coffee City town, Texas",289
"Tehuacana town, Texas",282
"Staples city, Texas",281
"Cranfills Gap city, Texas",280
"Ross city, Texas",280
"North Cleveland city, Texas",277
"Covington city, Texas",272
"Malone town, Texas",272
"Carbon town, Texas",271
"Goldsmith city, Texas",270
"Richland town, Texas",267
"Marquez city, Texas",266
"Moran city, Texas",265
"Fayetteville city, Texas",262
"Wixon Valley city, Texas",259
"Dickens city, Texas",257
"Benjamin city, Texas",256
"Carmine city, Texas",255
"Barry city, Texas",250
"Hays city, Texas",250
"Westbrook city, Texas",249
"Mingus city, Texas",248
"Progreso Lakes city, Texas",248
"Woodson town, Texas",246
"Streetman town, Texas",243
"Taylor Landing city, Texas",243
"Millican town, Texas",240
"Roaring Springs town, Texas",239
"Midway city, Texas",233
"Sandy Point city, Texas",233
"Anderson city, Texas",232
"Ackerly city, Texas",227
"Caney City town, Texas",224
"Douglassville town, Texas",223
"La Ward city, Texas",222
"Forsan city, Texas",219
"Creedmoor city, Texas",218
"Ravenna city, Texas",216
"Oak Ridge town (Cooke County), Texas",211
"Navarro town, Texas",209
"Woodloch town, Texas",209
"Wellman city, Texas",206
"Goree city, Texas",203
"Mobile City city, Texas",203
"Moore Station city, Texas",203
"Penelope town, Texas",202
"Bynum town, Texas",201
"Pecan Gap city, Texas",201
"Windom town, Texas",199
"Browndell city, Texas",198
"Goodlow city, Texas",196
"Broaddus town, Texas",194
"Megargel town, Texas",193
"Cottonwood city, Texas",190
"Opdyke West town, Texas",184
"Carl's Corner town, Texas",182
"Bishop Hills town, Texas",181
"Leona city, Texas",181
"Cool city, Texas",180
"Mullin town, Texas",178
"Round Mountain town, Texas",176
"Adrian city, Texas",171
"Melvin town, Texas",168
"Weinert city, Texas",168
"Jolly city, Texas",166
"Sanford town, Texas",159
"Miller's Cove town, Texas",155
"Austwell city, Texas",146
"Cuney town, Texas",140
"Emhouse town, Texas",140
"Powell town, Texas",138
"Estelline town, Texas",133
"Novice city, Texas",132
"Marietta town, Texas",130
"Kirvin town, Texas",129
"Valentine town, Texas",127
"Mertens town, Texas",126
"Seven Oaks city, Texas",124
"Pyote town, Texas",122
"Todd Mission city, Texas",116
"Petronila city, Texas",113
"Aquilla city, Texas",110
"Dodson town, Texas",108
"Edmonson town, Texas",105
"O'Brien city, Texas",105
"Springlake town, Texas",105
"Toyah town, Texas",105
"Dayton Lakes city, Texas",104
"Mobeetie city, Texas",102
"Lakeview town, Texas",99
"Spofford city, Texas",98
"Putnam town, Texas",95
"Quintana town, Texas",95
"Uncertain city, Texas",94
"Dorchester city, Texas",93
"Neylandville town, Texas",93
"Round Top town, Texas",91
"Domino town, Texas",78
"Toco city, Texas",74
"Rocky Mound town, Texas",71
"Sun Valley city, Texas",70
"Corral City town, Texas",45
"Impact town, Texas",30
"Mustang town, Texas",23
"Los Ybanez city, Texas",19
